Columns[(10, 3),3]/Rows[{((9, 9), (9, 9)), ((15, 12), (15, 12)), ((28, 5), (28, 5)), ((13, 29), (13, 29)), ((12, 12), (12, 12)), ((6, 24), (6, 24)), ((6, 10), (6, 10)), ((13, 24), (13, 24)), ((7, 5), (7, 5)), ((7, 24), (7, 24)), ((18, 27), (18, 27)), ((24, 5), (24, 5)), ((24, 28), (24, 28)), ((29, 10), (29, 10)), ((10, 29), (10, 29)), ((7, 28), (7, 28)), ((28, 24), (28, 24)), ((16, 16), (16, 16)), ((5, 29), (5, 29)), ((15, 15), (15, 15)), ((24, 10), (24, 10)), ((29, 5), (29, 5)), ((29, 28), (29, 28)), ((18, 13), (18, 13)), ((5, 24), (5, 24)), ((10, 5), (10, 5)), ((18, 26), (18, 26)), ((6, 29), (6, 29)), ((5, 28), (5, 28)), ((12, 15), (12, 15)), ((10, 10), (10, 10)), ((6, 5), (6, 5)), ((13, 5), (13, 5)), ((7, 29), (7, 29)), ((5, 5), (5, 5)), ((7, 10), (7, 10)), ((10, 28), (10, 28)), ((29, 29), (29, 29)), ((29, 24), (29, 24)), ((13, 10), (13, 10)), ((5, 10), (5, 10)), ((6, 28), (6, 28)), ((28, 10), (28, 10)), ((24, 29), (24, 29)), ((28, 28), (28, 28)), ((18, 18), (18, 18)), ((24, 24), (24, 24)), ((28, 29), (28, 29)), ((13, 28), (13, 28)), ((18, 6), (18, 6)), ((10, 24), (10, 24)), ((8, 8), (8, 8))}]	1.33333
Columns[(10, 3),10]/Rows[{((13, 6), (13, 6)), ((29, 6), (29, 6)), ((10, 6), (10, 6)), ((5, 13), (5, 13)), ((7, 7), (7, 7)), ((29, 13), (29, 13)), ((6, 10), (6, 10)), ((13, 7), (13, 7)), ((24, 13), (24, 13)), ((5, 7), (5, 7)), ((6, 6), (6, 6)), ((26, 26), (26, 26)), ((29, 10), (29, 10)), ((28, 13), (28, 13)), ((7, 13), (7, 13)), ((13, 13), (13, 13)), ((24, 10), (24, 10)), ((28, 6), (28, 6)), ((29, 7), (29, 7)), ((18, 16), (18, 16)), ((28, 7), (28, 7)), ((24, 7), (24, 7)), ((18, 8), (18, 8)), ((10, 10), (10, 10)), ((18, 12), (18, 12)), ((27, 27), (27, 27)), ((7, 6), (7, 6)), ((7, 10), (7, 10)), ((18, 9), (18, 9)), ((10, 13), (10, 13)), ((6, 7), (6, 7)), ((13, 10), (13, 10)), ((24, 6), (24, 6)), ((28, 10), (28, 10)), ((5, 10), (5, 10)), ((6, 13), (6, 13)), ((18, 18), (18, 18)), ((5, 6), (5, 6)), ((18, 15), (18, 15)), ((10, 7), (10, 7))}]	1.02564
Columns[(16, 10, 3),17]/Rows[{((8, 9), (8, 9)), ((24, 9), (24, 9)), ((7, 7), (7, 7)), ((13, 7), (13, 7)), ((13, 29), (13, 29)), ((5, 7), (5, 7)), ((24, 16), (24, 16)), ((10, 29), (10, 29)), ((7, 16), (7, 16)), ((28, 9), (28, 9)), ((8, 29), (8, 29)), ((28, 16), (28, 16)), ((13, 9), (13, 9)), ((5, 29), (5, 29)), ((8, 16), (8, 16)), ((29, 7), (29, 7)), ((6, 16), (6, 16)), ((29, 16), (29, 16)), ((6, 9), (6, 9)), ((10, 9), (10, 9)), ((18, 29), (18, 29)), ((18, 16), (18, 16)), ((5, 9), (5, 9)), ((18, 7), (18, 7)), ((6, 29), (6, 29)), ((28, 7), (28, 7)), ((5, 16), (5, 16)), ((24, 7), (24, 7)), ((7, 29), (7, 29)), ((29, 29), (29, 29)), ((18, 9), (18, 9)), ((8, 7), (8, 7)), ((6, 7), (6, 7)), ((24, 29), (24, 29)), ((29, 9), (29, 9)), ((10, 16), (10, 16)), ((28, 29), (28, 29)), ((10, 7), (10, 7)), ((13, 16), (13, 16)), ((7, 9), (7, 9))}]	1.02564
Columns[(16, 10, 3),12]/Rows[{((5, 30), (5, 30)), ((28, 5), (28, 5)), ((5, 13), (5, 13)), ((29, 13), (29, 13)), ((7, 5), (7, 5)), ((7, 13), (7, 13)), ((13, 5), (13, 5)), ((24, 13), (24, 13)), ((24, 5), (24, 5)), ((28, 13), (28, 13)), ((13, 13), (13, 13)), ((29, 5), (29, 5)), ((8, 13), (8, 13)), ((18, 13), (18, 13)), ((10, 5), (10, 5)), ((7, 30), (7, 30)), ((24, 30), (24, 30)), ((6, 30), (6, 30)), ((13, 30), (13, 30)), ((18, 30), (18, 30)), ((10, 30), (10, 30)), ((5, 5), (5, 5)), ((28, 30), (28, 30)), ((18, 5), (18, 5)), ((10, 13), (10, 13)), ((8, 5), (8, 5)), ((6, 13), (6, 13)), ((29, 30), (29, 30)), ((6, 5), (6, 5)), ((8, 30), (8, 30))}]	0.76923
Columns[(16, 10, 3),4]/Rows[{((13, 29), (13, 29)), ((7, 7), (7, 7)), ((13, 7), (13, 7)), ((5, 7), (5, 7)), ((8, 18), (8, 18)), ((10, 29), (10, 29)), ((5, 18), (5, 18)), ((8, 29), (8, 29)), ((13, 18), (13, 18)), ((6, 18), (6, 18)), ((5, 29), (5, 29)), ((29, 7), (29, 7)), ((7, 18), (7, 18)), ((18, 29), (18, 29)), ((28, 18), (28, 18)), ((18, 7), (18, 7)), ((6, 29), (6, 29)), ((28, 7), (28, 7)), ((24, 7), (24, 7)), ((7, 29), (7, 29)), ((24, 18), (24, 18)), ((8, 7), (8, 7)), ((29, 29), (29, 29)), ((6, 7), (6, 7)), ((29, 18), (29, 18)), ((24, 29), (24, 29)), ((18, 18), (18, 18)), ((28, 29), (28, 29)), ((10, 7), (10, 7)), ((10, 18), (10, 18))}]	0.76923
Columns[(9, 3),9]/Rows[{((29, 6), (29, 6)), ((10, 6), (10, 6)), ((27, 11), (27, 11)), ((13, 24), (13, 24)), ((13, 5), (13, 5)), ((8, 8), (8, 8)), ((6, 6), (6, 6)), ((8, 6), (8, 6)), ((26, 26), (26, 26)), ((10, 8), (10, 8)), ((13, 13), (13, 13)), ((24, 8), (24, 8)), ((28, 6), (28, 6)), ((18, 29), (18, 29)), ((28, 8), (28, 8)), ((29, 8), (29, 8)), ((16, 14), (16, 14)), ((6, 8), (6, 8)), ((27, 27), (27, 27)), ((24, 6), (24, 6)), ((18, 18), (18, 18)), ((18, 15), (18, 15)), ((5, 6), (5, 6)), ((5, 8), (5, 8)), ((15, 17), (15, 17))}]	0.64103
Columns[(10, 3),2]/Rows[{((6, 24), (6, 24)), ((13, 29), (13, 29)), ((13, 24), (13, 24)), ((18, 6), (18, 6)), ((24, 24), (24, 24)), ((16, 8), (16, 8)), ((7, 24), (7, 24)), ((10, 29), (10, 29)), ((28, 24), (28, 24)), ((5, 29), (5, 29)), ((5, 24), (5, 24)), ((16, 28), (16, 28)), ((6, 29), (6, 29)), ((7, 29), (7, 29)), ((29, 29), (29, 29)), ((29, 24), (29, 24)), ((24, 29), (24, 29)), ((12, 26), (12, 26)), ((18, 18), (18, 18)), ((28, 29), (28, 29)), ((15, 26), (15, 26)), ((10, 24), (10, 24))}]	0.56410
Columns[(16, 10, 3, 2),11]/Rows[{((5, 13), (5, 13)), ((29, 13), (29, 13)), ((13, 29), (13, 29)), ((10, 29), (10, 29)), ((7, 13), (7, 13)), ((24, 13), (24, 13)), ((8, 29), (8, 29)), ((28, 13), (28, 13)), ((13, 13), (13, 13)), ((5, 29), (5, 29)), ((8, 13), (8, 13)), ((18, 29), (18, 29)), ((18, 13), (18, 13)), ((6, 29), (6, 29)), ((7, 29), (7, 29)), ((29, 29), (29, 29)), ((10, 13), (10, 13)), ((6, 13), (6, 13)), ((24, 29), (24, 29)), ((16, 30), (16, 30)), ((28, 29), (28, 29))}]	0.53846
Columns[(10, 9, 3),14]/Rows[{((24, 16), (24, 16)), ((10, 17), (10, 17)), ((7, 16), (7, 16)), ((18, 27), (18, 27)), ((28, 16), (28, 16)), ((8, 16), (8, 16)), ((6, 16), (6, 16)), ((29, 17), (29, 17)), ((6, 17), (6, 17)), ((5, 16), (5, 16)), ((8, 17), (8, 17)), ((13, 16), (13, 16)), ((18, 12), (18, 12)), ((16, 3), (16, 3)), ((28, 17), (28, 17)), ((5, 17), (5, 17)), ((10, 16), (10, 16)), ((7, 17), (7, 17)), ((24, 17), (24, 17)), ((29, 16), (29, 16)), ((13, 17), (13, 17))}]	0.53846
Columns[(10, 3),16]/Rows[{((9, 24), (9, 24)), ((6, 8), (6, 8)), ((24, 8), (24, 8)), ((6, 18), (6, 18)), ((24, 18), (24, 18)), ((29, 8), (29, 8)), ((10, 18), (10, 18)), ((29, 18), (29, 18)), ((5, 18), (5, 18)), ((15, 16), (15, 16)), ((13, 18), (13, 18)), ((13, 8), (13, 8)), ((12, 16), (12, 16)), ((16, 14), (16, 14)), ((7, 8), (7, 8)), ((5, 8), (5, 8)), ((7, 18), (7, 18)), ((10, 8), (10, 8)), ((28, 18), (28, 18)), ((28, 8), (28, 8))}]	0.51282
Columns[(15, 10),15]/Rows[{((12, 12), (12, 12)), ((16, 18), (16, 18)), ((16, 16), (16, 16)), ((9, 9), (9, 9)), ((18, 16), (18, 16)), ((8, 8), (8, 8)), ((18, 28), (18, 28)), ((15, 15), (15, 15)), ((18, 18), (18, 18)), ((13, 9), (13, 9)), ((10, 9), (10, 9)), ((7, 9), (7, 9)), ((16, 28), (16, 28))}]	0.33333
Columns[(8, 3),8]/Rows[{((13, 13), (13, 13)), ((27, 27), (27, 27)), ((13, 10), (13, 10)), ((26, 26), (26, 26)), ((6, 6), (6, 6)), ((18, 18), (18, 18)), ((27, 10), (27, 10)), ((13, 27), (13, 27)), ((27, 13), (27, 13))}]	0.23077
Columns[(10, 5),5]/Rows[{((12, 12), (12, 12)), ((16, 16), (16, 16)), ((8, 8), (8, 8)), ((9, 9), (9, 9)), ((15, 15), (15, 15)), ((18, 18), (18, 18)), ((15, 6), (15, 6))}]	0.17949
Columns[(18, 10),18]/Rows[{((12, 12), (12, 12)), ((16, 16), (16, 16)), ((8, 8), (8, 8)), ((9, 9), (9, 9)), ((15, 15), (15, 15)), ((18, 18), (18, 18))}]	0.15385
Columns[(13, 10),13]/Rows[{((12, 12), (12, 12)), ((16, 16), (16, 16)), ((8, 8), (8, 8)), ((9, 9), (9, 9)), ((15, 15), (15, 15)), ((18, 18), (18, 18))}]	0.15385
Columns[(10, 6),6]/Rows[{((12, 12), (12, 12)), ((16, 16), (16, 16)), ((8, 8), (8, 8)), ((9, 9), (9, 9)), ((15, 15), (15, 15)), ((18, 18), (18, 18))}]	0.15385
Columns[(7, 3),7]/Rows[{((13, 13), (13, 13)), ((27, 27), (27, 27)), ((13, 10), (13, 10)), ((18, 18), (18, 18)), ((6, 6), (6, 6)), ((26, 26), (26, 26))}]	0.15385
Columns[(10, 0),0]/Rows[{((12, 12), (12, 12)), ((16, 16), (16, 16)), ((8, 8), (8, 8)), ((9, 9), (9, 9)), ((15, 15), (15, 15)), ((18, 18), (18, 18))}]	0.15385
